#{"t_start": 1765675346.348061, "env_id": "None"}
r,l,t
17.282554,140,15536.117846
21.25141,198,15543.872889
159.96992,1001,15582.904814
70.692217,608,15603.937028
142.821361,1001,15643.265188
151.301991,1001,15680.426928
20.388263,190,15690.359445
16.008041,342,15703.332996
30.732286,284,15713.334901
144.466913,1001,15752.088479
18.321408,136,15757.196196
165.246954,1001,15795.004204
24.854699,429,15812.418345
21.771586,198,15819.608783
48.272936,630,15843.779539
140.652745,1001,15882.846924
20.61148,191,15890.293919
18.274667,154,15895.967461
19.995764,183,15902.612655
135.967609,1001,15941.125803
23.44213,260,15951.378568
91.748863,797,15982.384297
168.929245,1001,16019.786829
65.024644,587,16043.807321
0.278254,51,16046.579734
32.159057,305,16058.459841
122.326649,1001,16097.079509
21.823966,207,16105.566039
20.110665,205,16113.467783
19.329949,183,16120.727983
26.753027,374,16136.507964
18.77469,155,16142.771825
18.793419,178,16149.84135
23.223787,251,16159.969356
143.147598,1001,16198.2251
151.631412,1001,16238.211735
89.498525,812,16269.354939
84.984627,529,16291.934798
189.542193,1001,16329.347679
87.896084,624,16353.430137
143.603425,1001,16390.868882
19.331683,145,16397.28197
18.703103,148,16405.320584
17.227794,152,16410.936285
20.560136,213,16419.611068
18.362114,144,16426.003118
16.711734,176,16433.379786
132.331209,1001,16472.071038
18.982373,158,16477.923599
158.391975,1001,16516.974349
171.68206,1001,16554.493271
145.876914,1001,16593.777856
15.963913,146,16600.188961
34.067371,492,16619.783483
21.240334,207,16627.695611
143.741685,1001,16665.95162
19.415239,175,16673.373545
17.042261,266,16684.270197
51.03446,421,16699.924219
17.659458,210,16707.523564
0.555003,45,16709.519452
16.984786,307,16721.336474
20.054013,202,16731.138884
20.510926,214,16738.82939
17.792061,172,16745.09697
15.763451,189,16752.466382
21.239604,216,16760.698098
91.416498,641,16786.856015
16.19347,168,16793.01441
169.874905,1001,16831.275447
80.099675,575,16854.235579
17.896126,146,16859.644108
162.599107,1001,16898.43531
154.884032,1001,16935.68097
16.990572,179,16943.203519
18.415638,179,16950.221698
18.14836,137,16955.812932
79.977878,787,16985.395191
19.791469,239,16995.47314
19.794683,172,17003.767092
50.512626,457,17019.634584
22.07009,198,17026.716277
151.673509,1001,17065.925016
48.768349,551,17087.533887
143.237232,1001,17125.21547
119.52084,1001,17163.995853
149.367725,1001,17201.755552
97.266266,710,17228.148646
20.534409,276,17239.461794
172.159326,1001,17277.079436
147.641412,1001,17315.0954
17.846367,153,17321.252773
168.522843,1001,17360.954852
166.962459,1001,17399.646975
19.089394,202,17406.971091
141.200538,1001,17444.136099
18.076771,163,17450.586959
165.178664,1001,17488.308564
39.112343,386,17503.366499
132.839936,1001,17541.310719
27.993439,361,17556.477228
35.604262,419,17572.138589
181.243052,1001,17610.862518
20.725092,226,17618.971769
40.770103,354,17633.887841
50.359577,419,17649.51378
18.359196,496,17668.254977
93.842767,1001,17706.204588
112.584231,1001,17744.561392
172.688587,1001,17782.835765
53.617759,552,17805.584921
170.552114,1001,17844.166343
79.549855,590,17867.728981
139.939636,1001,17904.920264
72.017932,581,17927.9777
150.822185,1001,17967.823622
169.80533,1001,18005.559499
17.992007,157,18011.312579
40.750436,503,18030.881218
92.738465,646,18054.366933
163.500726,1001,18092.213913
168.355609,1001,18131.032954
105.808903,1001,18168.201583
158.912066,1001,18206.93085
18.056094,147,18212.40648
20.050195,225,18222.058523
18.743946,211,18229.651971
156.34592,1001,18268.918273
151.316856,1001,18306.566487
177.656744,1001,18344.290874
17.966768,227,18352.408652
82.609898,631,18377.684496
132.805163,1001,18414.971622
